title,content,writer,time
'안전 원포인트 레슨' 발간해 협력사에 배포(10),"- 31개 안전포인트와 6대 산업재해 예방 유의사항과 체크리스트 담아
포스코인재창조원이 '성공적인 안전점검 원포인트 레슨(OPL · One Point Lesson)'를 발간해 협력사에 배포했다.
▲포스코인재창조원이 31건의 안전점검 원포인트 레슨 자료를 묶어 발간한 책자를 협력사에 배포했다. 
안전점검(audit)은 작업현장의 불안전한 환경, 작업 방법, 행동 등을 점검하고 개선하는 안전활동으로 점검자의 역량과 위험을 바라보는 시각에 따라 결과가 달라진다.
이에 포스코인재창조원은 지난 5월부터 총 31건의 OPL을 제작했으며, 각 OPL에는 6대 산업재해인 △추락 △협착 △부딪힘 △질식 △화재·폭발 △감전 예방 유의사항과 체크리스트를 담았다.
또한, 협력사의 의견을 반영해 임원·직책자가 개인 스마트폰을 통해 OPL 파일을 열람할 수 있도록 전용 웹페이지를 개설하고 e-book 형태로도 제작해 필요한 내용을 현장에서 손쉽게 찾을 수 있도록 했다. 특히, 안전점검 OPL 자료는 제철소 내 모든 작업에 활용할 수 있도록 협력사뿐만 아니라 협력하도급사, 시공사 유관부서에도 연결해 필요시 배포할 수 있도록 했다.
노무협력실 중소기업컨소시엄사무국에서는 안전 OPL을 A5용지 크기의 소책자 형태로 인쇄해 양 제철소 협력사협회를 통해 협력사에 배포했다. 
한 협력사 직원은 “매일 점검하는 개소가 다르다보니 적시에 필요한 안전 원포인트 레슨을 받기 어려웠는데 소책자와 e-book 형태로 받아보니 유용할뿐만 아니라 휴대하기도 편하다""고 말했다.
한편, 포스코인재창조원은 양 제철소 협력사협회와 교육업무 협력 업무협약을 체결하고 안전 교육과 변화관리 자료를 지속 개발·공유하고 있다.김광래 커뮤니케이터",김광래 커뮤니케이터,2021.09.30 08:48:29
위험물산업기사 자격취득 교육과정 개설(6),"- 1등 스타 강사 동영상 강의 제공...안전 전문역량 향상 기대
포스코인재창조원(원장 김관영)이 위험물산업기사 자격취득 교육과정을 개설해 직원들의 안전관리 마인드 제고에 나섰다.▲순천청암대 소방안전관리과 정종대 교수의 위험물산업기사 자격증 강의 영상.직원들이 자기주도학습을 통해 위험물산업기사 자격증을 취득할 수 있도록 외부 유명 강사를 섭외해 60강 분량의 동영상 강의를 제작, 러닝플랫폼(LP)을 통해 제공한다.
강의는 그룹사와 협력사 직원을 포함한 누구나 러닝플랫폼에서 자유롭게 신청할 수 있으며, △일반화학 △화재예방과 소화 방법 △위험물의 성질과 취급 방법 등에 대해 강의를 단계적으로 공개해 직원들이 자기주도적으로 학습할 수 있도록 했다.
▲포스코인재창조원이 포항(왼쪽)과 광양에서 위험물산업기사 족집게 수업을 각각 온라인과 집합 교육으로 진행했다.
특히, 포스코인재창조원은 시험 전 위험물산업기사 족집게 야간교육도 제공한다. 오늘 10월에도 코로나19 거리두기 상황에 따라 원격이나 집합 교육을 준비 중에 있으며, 위험물의 개념 확립부터 시험 유형별 문제 해결력 향상까지 탄탄하고 빈틈없는 수업을 제공할 예정이다.
교육생들은 “포항·광양에는 전문 학원이 없고, 시중 인터넷 강의는 비용이 높아 어려움이 있었다. 위험물산업기사 자격취득 교육과정에서 유명 강사들의 수준 높은 교육을 체계적으로 받을 수 있어 자격증을 취득할 수 있을거라는 자신감이 생겼다""고 말했다.
한편, 포스코인재창조원은 앞으로도 안전 관련 자격증 강의에 대한 직원들의 니즈를 지속 확인하고 필요한 과정을 개발해 포스코그룹 직원 모두가 안전 전문가로 성장할 수 있도록 적극 지원할 계획이다.김광래 커뮤니케이터",김광래 커뮤니케이터,2021.09.13 16:40:35
라즈베리파이 활용 교육(10),"- 어플리케이션 프로그래밍 수행 가능...스마트 역량 향상 기대포스코인재창조원(원장 김관영)이 라즈베리파이 활용 교육을 통해 포스코그룹 직원들의 스마트 역량 향상에 나섰다.
※라즈베리파이(Raspberry Pi)란?

라즈베리파이는 라즈베리어(Raspberry)와 파이(Pi:Python interpreter)의 합성어로, 2012년 영국 라즈베리파이 재단에서 교육 목적으로 만든 싱글보드 컴퓨터다. 저렴한 가격에 가성비 좋은 하드웨어를 제공해 교육뿐만 아니라 개발자 연구 목적으로도 사용되는 개발용 플랫폼으로 평가받고 있다.
교육은 포스코그룹 직원이라면 누구나 러닝플랫폼(LP)을 통해 신청할 수 있으며, △라즈베리 파이 개발 환경 구축 △GPIO(general-purpose input/output)를 활용한 장비 제어 △카메라 활용 방법 등을 배우고 간단한 실습을 할 수 있다.
▲라즈베리파이 과정 수강생들이 라즈베리파이 개념과 활용법에 대해 강의를 듣고, 학습한 내용을 실습하고 있다.
라즈베리파이는 IoT기기를 개발하는 플랫폼으로 활용하거나 클라우드를 구축해 네트워크를 통한 하드웨어로 활용이 가능하다. 또한, 다양한 개발도구와 소스를 활용해 PC나 리눅스 서버와 동일하게 어플리케이션 프로그래밍을 수행할 수 있어 직원들의 스마트 역량 향상이 기대된다.
수료 설문조사에서 교육생들은 ""카메라를 통해 실습을 해볼 수 있어 더욱 유익했다. 교육을 통해 학습한 내용을 현장에서 적용해 스마트팩토리 구축에 기여하겠다""고 말했다.
한편, 라즈베리파이 활용 교육은 TL4 인정 과정으로 직원들의 높은 관심도를 반영해 1차수를 추가 개설할 예정이다.김광래 커뮤니케이터",김광래 커뮤니케이터,2021.09.01 14:05:42
에듀콩콩으로 지역 중소기업 지원(0),"- 교육 기회나 기술력이 부족한 중소기업에 맞춤형 교육 제공
포스코인재창조원(원장 김관영)이 지역 중소기업에게 교육·콘텐츠·컨설팅 프로그램인 ‘에듀콩콩’을 제공한다.

에듀콩콩(Edu Contents+Consulting)은 교육 기회가 부족하거나 제조현장 기술 개선을 필요로 하는 중소기업에게 다양한 교육 콘텐츠와 컨설팅을 제공해 중소기업이 스스로 교육 역량, 시스템, 기술력 등을 갖출 수 있도록 돕는 맞춤형 프로그램이다. 
▲포스코인재창조원이 지역 중소기업들에게 맞춤형 교육을 제공하는 에듀콩콩 프로그램을 운영한다. 사진은 에듀콩콩 지원 프로세스.
교육이 필요한 중소기업이 신청을 하면 에듀콩콩 담당자가 교육대상·방식·일정·주요 내용·장소 등을 협의한다. 포스코인재창조원에서 필요한 콘텐츠를 이미 보유하고 있을 경우, 즉시 지원이 가능하며 필요시 콘텐츠를 신규 개발하기도 한다. 또한, 교육과 컨설팅은 참여 기업이 희망하는 차수 만큼 지원 가능하다.
올 상반기에는 넥스틸, 청인 등 5개사가 에듀콩콩에 참여해 조직 내 협업의 기술, 퇴직 후 리스크 관리, 강의스킬 향상 교육 등 총 8회에 걸친 교육을 받았다. 또한, 광우와 원창을 포함한 중소기업 6개사에게는 설비기초, 정비관리 등에 대한 기술교육을 제공했다. 포스코인재창조원 직원들은 직접 중소기업을 방문해 문제점에 대한 의견을 청취하고 정확한 문제점 발굴해 맞춤형 솔루션을 제공했다.
또한, 포스코인재창조원은 자체 개발한 꼬장꼰장(꼬마대장, 꼰대대장) 등의 소통 강화를 위한 동영상과 퇴직 후 인생 설계를 코칭하는 콘텐츠도 배포하고 있다.
한편, 포스코인재창조원은 앞으로도 자체 개발한 교육 콘텐츠를 월 1회 이상 중소기업에 제공하고 더욱 많은 기업들의 성장을 지원할 수 있도록 협력사 협회와 지역 중소기업 등을 대상으로 에듀콩콩을 지속 홍보해 나갈 계획이다.
※담당자 김수희(054-240-5618, noanoahrd@poscohrd.com)김광래 커뮤니케이터",김광래 커뮤니케이터,2021.08.24 13:14:04
AI활용 전문가 양성과정 5기 수료(4),"- 5기 33명 수료...2017년부터 총 137명 양성- 올해는 현업 중심의 실습 교육 강화
포스코인재창조원(원장 김관영)이 7월 9일 AI활용 전문가 양성과정 5기 수료식을 개최했다.
▲AI활용 전문가 양성과정 5기에 참여한 교육생 33명이 7월 9일, 4개월간의 과정을 마쳤다.
AI활용 전문가 양성과정은 포스텍과 산학협력으로 운영되며, 국내 최고 교수진이 데이터마이닝, 알고리즘, 머신러닝과 딥러닝 등 총 8개 과목 이론과 실습 과정으로 진행됐다.
 
특히, 올해는 교육생들이 현업으로 돌아가서도 학습한 내용을 활용할 수 있도록 실무 중심으로 교육을 강화하고, 팀 별 과제 수행 비중을 높였다.
교육생 대표 포스코ICT 이태훈 리더는 “어려운 전문지식을 배우고, 매주 많은 양의 과제를 수행하느라 힘들었지만 AI 전문가로 성장할 수 있는 기반을 마련해 뜻 깊은 시간이었다. 현업으로 돌아가서 AI활용 전문가로서 회사의 스마트솔루션 추진에 기여하고 싶다""고 말했다.
한편, 포스코인재창조원은 2017년부터 현재까지 137명의 AI전문가를 양성했으며, 포스코그룹 전 임직원이 디지털 인재로 성장해 나갈 수 있도록 하반기에도 AI활용 전문가 양성과정을 이어갈 예정이다.김광래 커뮤니케이터",김광래 커뮤니케이터,2021.07.13 13:41:49
해외법인 대상 안전 공감플러스 워크숍(4),"- 5개국 27개 법인 대상...안전 기반의 업무방식과 조직문화 확산
포스코인재창조원(원장 김관영)이 6월 23일부터 해외법인 현지직원들을 대상으로 안전 공감플러스 워크숍에 들어갔다.
이번 워크숍은 5개국(중국·베트남·인도네시아·태국·멕시코) 27개 법인 470여명을 대상으로 11월까지 운영한다.
▲POSCO-CTPC 직원들이 6월 23일 안전 공감플러스 워크숍에서 안전 기반의 업무방식을 정립하고 있다.
포스코인재창조원은 안전 기반의 업무방식과 조직문화를 확산시키고자 안전 공감플러스 워크숍을 기획했으며, △변화공감 △안전 조직문화 진단 △안전관점 통일 △안전 업무방식 정립 등 4개 프로그램으로 구성했다.
워크숍에 참여한 직원들은 최근 해외법인에서 발생한 사고 사례와 법인별로 운영하는 안전철칙, 안전활동 등을 담은 맞춤형 교안을 활용해 안전사고의 위험성과 안전활동의 중요성에 대해 학습했다.▲POSCO-CTPC 생산부 직원들이 정립한 안전용어 정의와 안전 기반의 업무방식.
또한, 각 부서에서 자주 사용하는 안전 용어를 선정해 부서원들이 함께 공통된 정의를 내리고 해당 정의에 따라 동일한 관점에서 안전을 바라볼 것을 다짐했다. 이후에는 부서별 안전활동을 점검하고 미흡한 부분은 함께 보완하며 부서 내 통일된 안전 기반의 업무방식을 정립했다.
워크숍에 참석한 중국 천진 가공센터 POSCO-CTPC 직원은 “이번 안전 공감플러스 워크숍을 통해 동료들과 안전에 대한 정의를 함께 고민할 수 있었다. 특히, 안전행동 실천계획 다짐의 시간을 통해 안전활동에 대한 책임감을 느꼈다""고 말했다.
한편, 원격으로 진행되는 해외법인 안전 공감플러스 워크숍은 더욱 효율적인 운영을 위해 실시 전 법인별로 Co-FT(Cooperative Facilitator · 공동 퍼실리테이터)을 양성했으며, 2022년부터는 법인별로 양성한 Co-FT가 직접 강의할 예정이다.김광래 커뮤니케이터",김광래 커뮤니케이터,2021.07.05 08:19:35
온라인 주니어 인성교실...배려와 공동체 의식 함양(6),"- 4월부터 11월까지 포항·광양지역 초등학생 160명 대상
포스코인재창조원(원장 김관영)이 주니어 인성교실을 온라인으로 전환, 오는 11월까지 포항·광양 지역 초등학생 160여명을 대상으로 실시한다.
▲포스코인재창조원이 올해부터 온라인 주니어 인성교실을 운영한다. 사진은 포스코인재창조원 직원이 웨비나 스튜디오에서 강의를 하고 있는 모습.
지난 4월 13일부터 시작한 주니어 인성교실은 지역 아동들의 배려와 공동체 의식 함양을 돕고자 지난 2019년부터 포스코가 2019년부터 해온 교육 나눔 활동이다. 올해는 코로나19 영향으로 비대면으로 전환했다.
교육은 교육부에서 인증받은 인성 전문 프로그램인 '나, 너, 우리'를 활용해 진행하고 있다. 포스코인재창조원은 기존 교육 프로그램을 비대면 학습 상황에서 자연스럽게 체득할 수 있도록 온라인 활동 중심으로 새롭게 구성했다. 특히, 채팅을 활용한 실시간 소통과 교육 중간 미니퀴즈 등의 게임요소를 더해 기존 오프라인 교육보다 몰입도가 높아졌다는 평을 받고 있다.
교육은 총 3시간이다. 1교시에서는 장점피자 만들기를 통해 스스로 자아 존중감을 높이고, 2교시에서는 메시지 전달 게임으로 상대방에 대한 배려와 소통을 익히며, 마지막 3교시에서는 난파선에서 함께 생존하기 게임을 통해 협동과 공동체 의식을 배운다.
교육에 참여한 포항제철초등학교 학생은 “주니어 인성교실을 통해서 단점을 장점으로 바꾸는 방법을 알게 됐고, 다른 사람들과 함께 살아가기 위해서는 배려와 소통의 실천이 중요하다는 것을 느꼈다” 고 말했다.
강사로 나섰던 포스코인재창조원 임성순 차장은 “코로나로 인해 직접 찾아가지는 못했지만, 운영진과의 많은 고민과 준비로 대면 수업 이상의 학습효과를 이끌어 낼 수 있었고 회사의 좋은 취지에 동참 할 수 있어 더욱 의미 있는 강의였다”고 말했다.
한편, 포스코인재창조원은 앞으로도 지역 아동들이 훌륭한 인재로 자라날 수도 있도록 올바른 인성 발달에 앞장설 계획이다.김광래 커뮤니케이터",김광래 커뮤니케이터,2021.06.25 10:59:28
영어회화 AI로 공부하세요!(5),"- AI가 학습자 분석해 맞춤형 교육 제공- AI영어회화 과정 시범운영 후 하반기 도입예정
포스코인재창조원(원장 김관영)이 스마트폰만 있으면 언제 어디서나 AI와 비대면으로 영어를 학습할 수 있는 ‘AI튜터링 영어회화’ 과정을 신설, 7월 1일부터 한 달 동안 시범 운영한다.
▲포스코인재창조원이 AI튜터링 영여회화 프로그램을 한 달 동안 무료로 제공하는 이벤트를 진행한다. 사진은 러닝플랫폼 내 이벤트 화면.
AI튜터링 영어회화는 AI와 1:1로 대화함으로써 회화 실력과 자신감을 단기간에 향상시킬 수 있는 디지털 학습 프로그램으로, 초보부터 상급까지 개인별 영어 수준에 상관 없이 활용할 수 있다.
AI가 학습자의 답변 시간·문법·발음·유창성 등을 분석해 학습자 실력에 맞는 테마와 미션 등을 추천해 주며, 답변을 주저하거나 맥락과 맞지 않을 경우에는 힌트를 주며 대화를 이어간다.
이번에 시범운영하는 과정은 캐롯글로벌과 YBM넷 두 개 회사의 프로그램이다. 모바일 전용으로, 애플리케이션 설치가 필요하다. 
캐롯글로벌의 AI Tutor는 학습자의 수준, 관심사에 따라 다양한 상황을 스스로 선택해 자유롭게 학습할 수 있는 개인별 맞춤형 회화가 특징이며, YBM의 AI Trainer는 왕초보부터 중급 회화, 비즈니스 영어 등 학습자가 본인의 수준을 고려해 9개 카테고리에서 직접 과정을 선택할 수 있다.






























 ▲캐롯글로벌의 AI Tutor 학습 프로그램 소개 영상.

▲YBM의 AI Trainer 학습 프로그램 소개 영상.
교육 신청은 러닝플랫폼(LP) 이벤트 페이지에서 할 수 있으며, 희망하는 과정과 신청 사유를 댓글로 남기면 된다. 과정별로 각 200명씩 총 400명을 선착순으로 선정해 메일로 안내할 예정이다.
한편, 포스코인재창조원은 이번 AI튜터링 영어회화 프로그램 시범 운영을 통해 학습효과, 학습자 반응 및 피드백 등을 면밀하게 분석해 하반기에 본격 도입할 계획이다.김광래 커뮤니케이터",김광래 커뮤니케이터,2021.06.21 13:20:00
중소기업 대표이사 대상 스마트化 역량강화 워크숍(1),"-
2013년부터 중소기업 스마트공장 구축과 생산현장 혁신 지원
포스코인재창조원(원장 김관영)이 6월 16일 산업혁신운동에 참여하고 있는 중소기업 대표이사들을 초청해 스마트化 역량강화 워크숍을 개최했다.
▲6월 16일, 포항 영일대호텔에서 열린 포스코 스마트化 역량강화 워크숍에서 중소기업 대표들이 홍석기 교수의 강연을 듣고 있다.
산업혁신운동은 대한상공회의소가 주관하는 대·중·소기업 상생협력 사업이다. 포스코는 2013년부터 참여해 중소기업의 스마트공장 구축과 생산현장 혁신을 지원한다.
강사로는 서울디지털대학교 홍석기 겸임교수가 나섰으며, 40여 명의 대표이사들이 워크숍에 참여했다.
이날 강연에서 홍석기 교수는 혁신활동에서의 경영자의 역할과 책임에 대해 설명하며, 코로나로 어려운 시기에 혁신활동이 위기를 극복하고 경쟁력을 강화하는 전략임을 강조했다.
홍 교수는 위기를 기회로 바꾸는 것으로 △혁신과 상생 △협업과 경쟁의 균형 △기업시민과 ESG경영 등을 꼽았다. 또한, 창조적 혁신을 위해 기존의 틀을 파괴하고, 인간과 기계의 합종연횡(合從連橫)과 학문과 기술의 융합을 통해 뉴노멀을 추구할 것을 강조했다.
특히, 홍 교수는 혁신 활동은 주변의 반대와 부적응, 무반응 등이 발생하며 적극적 참여를 통해 아는 것과 하는 것의 차이(knowing-doing gap)를 메워야 성공할 수 있다 말했으며, 현장 경영을 통해 안전관리를 실현하고
 사랑과 존중을 통해 직원들의 감정 관리와 고객 서비스를 강화해야 한다고 역설했다.
한편, 강연 이후에는 park1538과 제철소를 방문해 포스코의 역사와 미래 비전을 보고 들음으로써 기업가 정신을 되새기는 시간을 가졌다.김광래 커뮤니케이터",김광래 커뮤니케이터,2021.06.18 14:48:32
"리더십 아카데미, 올해는 안전을 주요 테마로(1)","- 안전법규·사례연구·안전리더십 등에 대해 사내외 전문가 강연
포스코인재창조원(원장 김관영)이 현장 직책자 대상 리더십 아카데미를 안전 테마 중심으로 운영하며 안전중시 현장문화 구축에 나선다. 
안전리더십 아카데미는 직책자들이 반드시 알아야 할 안전 핵심지식에 대한 이론 배경부터 현장 사례, 실천을 위한 체크리스트까지 종합적이고 체계적으로 구성했으며, 총 12차수에 걸쳐 양제철소 현장직책자 3049명이 비대면으로 참여할 예정이다.
▲포스코인재창조원이 안전한 현장 구축에 앞장서고자 올해 리더십 아카데미를 안전 테마 중심으로 운영한다. 사진은 양제철소 현장직책자가 안전 리더십 아카데미 교육에 각각 사무실과 자택에서 비대면으로 참여하고 있는 모습.
강사로는 사내외 다양한 전문가가 나선다. 우선, 외부강사로는 안전 분야의 최고 전문가인 산업안전보건공단 배계완 이사와 서울과기대 정진우 교수가 안전 마인드, 안전 심리 코칭에 대한 이론과 최신 안전 이슈들을 직원들에게 전파한다.안전마인드 리셋 시간에는 안전문화 조성을 위한 실행 포인트와, 선진 사례 분석을 통한 관리감독자의 행동 가이드를 제시한다. 안전심리 코칭 시간에는 불안전한 행동의 유형과 휴먼에러를 다각도로 분석해 유형별 대응방안을 다룬다.사내 전문가 강의에서는 포스코 안전 부서와 포스코인재창조원의 안전전문가가 공동 개발한 교육자료를 활용한다. 안전 핵심활동 시간에는 관리감독자들이 6대 안전조치와 4대 핵심안전 활동을 제대로 숙지할 수 있도록 구체적인 사례와 작업 공정별 안전점검 포인트를 다룬다. 또한, 관리감독자 안전리더십 시간에는 관리감독자가 반드시 알아야 하는 산업안전보건법과 중대재해처벌법 등의 법규도 상세히 교육하고 관리감독자의 구체적인 행동지침 체크리스트를
 제공한다.안전리더십 아카데미에 참여한 포항 화성부 허재원 리더는 “제철소 리더로서 누구보다 안전에 대한 지식과 경험이 많아야 된다 생각했었지만 어디서 지식을 얻을지 막막했는데 이번 안전리더십 아카데미에서 많은 인사이트를 얻었다. 안전에 영향을 미치는 다양한 심리적 요인부터 실제 사례와 개선 현황 등에 대해 체계적으로 학습할 수 있었다”고 말했다.포항 압연설비부 서보열 리더도 “이동하지 않고 집이나 사무실에서 편하게 들을 수 있어 교육에 더욱 집중할 수 있었다. 특히, 집합교육에서는 늦게 도착해 교실 뒤쪽에 앉게 되면 집중도가 떨어질 수밖에 없는데 웨비나로 진행하니 교육 효율성이 높은 것 같다”고 말했다.한편, 포스코인재창조원은 앞으로도 현장직책자가 안전리더십을 발휘할 수 있도록 지원할 계획이다. 또한, 작년부터 도입한 비대면 웨비나 교육방식을 발전시켜 코로나19 등의 물리적인 제약 속에서도 교육 효율성을 향상시켜 나갈 계획이다.김광래 커뮤니케이터",김광래 커뮤니케이터,2021.06.15 11:17:12
"""모든 사고는 예방할 수 있고, 모든 사고는 즉시 보고해야 한다”(1)","- 정영헌 前듀폰 안전 컨설턴트, '안전에 대한 접근법과 직책자의 역할' PIUM 강연
포스코인재창조원(원장 김관영)이 6월 3일 '안전에 대한 접근법과 직책자의 역할'을 주제로 안전 PIUM을 개최했다.
강사로는 정영헌 대한송유관공사 고문(前 듀폰 안전관리 컨설턴트)을 초청했으며, 포스코그룹사 임원에서 현장직책자(주임, 파트장)까지 5000여 명이 강의에 참여했다.
▲6월 3일, 포항 본사 대회의장에서 열린 6월 안전 PIUM에서 포항 주재 임원들과 협력사 대표들이 정영헌
 대한송유관공사 고문의 '안전에 대한 접근법과 직책자의 역할' 강연을 듣고 있다.
이날 강연한 정영헌 고문은 ‘안전 경영의 바이블’이라 불리는 듀폰(DuPont)에서 안전직책자와 컨설턴트를 역임하고 대한송유관공사에서 안전담당 임원으로 재직한 안전 전문가다. 정 고문은 풍부한 경험을 살려 기업 안전사고 예방을 위한 핵심요소, 컨설팅 사례, 직책자의 역할과 의무 등을 설명했다.
정 고문은 “모든 사고는 예방할 수 있다”라는 메시지로 강연을 시작했다. 구성원들이 각자 자신의 구역에서 스스로의 안전을 관리하면서, 손이 미치지 않는 중간 영역(gray area)을 점차 좁혀가다 보면 모든 사고를 예방할 수 있다는 것이다. 또한, 단순히 안전 사고를 줄이는 것을 목표로 할 것이 아니라 “우리가 잃어야 할 사람은 아무도 없다”라는 접근으로 안전 사고 예방에 대한 관점을 바꿔야 한다고 강조했다.


▲'안전에 대한 접근법과 직책자의 역할'에 대한 6월 안전 PIUM 강의 영상.

이에 더해 “모든 사고는 즉시 보고해야 한다”며 보고의 중요성을 역설했다. 실제 사고로 이어지지 않은 아차사고(near miss) 또한 사고에 포함된다. 아차사고는 산재의 전조 증상이므로 그냥 지나칠 것이 아니라 즉시 보고하고 개선하는 것이 중요하는 것이다. 이를 위해서는 아차사고의 관리에 있어 실적을 중요시하기보다는 자율에 맡기고, 아차사고에 대해 쉽게 이야기를 꺼낼 수 있도록 상호간의 신뢰를 구축해야 한다고 조언했다.
한편, PIUM 강연은 러닝플랫폼 온라인 과정을 통해 다시 볼 수 있다. 실시간 학습에 참석하지 못한 직잭자들은 일주일 내에 러닝플랫폼에서 수강하면 된다.
※안전 PIUM 소개

포스코그룹 임직원을 대상으로 경영 인사이트를 제공해 “미래를 여는 지혜의 장”으로 자리매김해 온 포스코인재창조원의 PIUM(POSCO Insight Forum)이 지난 5월 새롭게 변신했다. 월 2회 강연 중, 1회는 '안전 PIUM'으로 전환하고 참여 대상을 파트장, 주임 등 현장직책자로까지 확대했다.
 포스코인재창조원은 전문가의 시각을 통해 포스코그룹 안전관리 수준을 객관화하고, 과학적으로 실천을 가속할 수 있도록 국내외 기업에서 풍부한 경험을 쌓은 외부 전문가의 강연을 집중 도입하고 있다.


김광래 커뮤니케이터",김광래 커뮤니케이터,2021.06.09 10:00:00
위험성평가 역량 향상 교육(1),"- 제철소 주임, 정비파트장 등 직책자 대상 위험성평가 실무자 역량 향상 교육- 비상안전방재개선단 대상 실습 중심의 공정 위험성평가 워크숍 진행
포스코인재창조원(원장 김관영)이 제철소 직원 위험성평가 역량 향상교육을 강화하고 있다.
포스코인재창조원은 지난 4월, 양제철소 주임과 정비파트장 1840명을 대상으로 위험성평가 실무자 역량 향상 교육을 했다. 현재는 현장 주요 위험 공정의 불안전 요소 발굴·해결과 사내 공정 위험성평가 전문 인력 양성(비상안전방재개선단원 350명)을 대상으로 ‘공정 위험성평가 워크숍을 하고 있다.
포스코에서 실시하는 위험성평가는 일반적인 위험성평가와 폭발 등 고위험 개소에 적용하는 공정 위험성평가로 구분한다.
※위험성 평가 분류
분류내용기법

평가 주기
위험성평가
 - 모든 유해·위험요인이 있는 작업 수행 전에 실시. 

 
작업표준에 검토·반영
- 고소·용접·지게차, 크레인·청소 작업 등JSA, 4M 등
최초 평가 이후 1년 주기(정기) 및 수시

공정 위험성평가
- 고압가스, 화학물질 취급 공정에 대한 위험성평가
- 화재·누출·폭발의 위험성이 있는 공정에 초점을 두고 설계 


단계부터 적용하는 구체적 위험성평가
HAZOP, PHR 등
최초 평가 이후 4년 주기
위험성평가 실무자 역량 향상 교육은 위험성평가의 중요성, 법적 근거와 JSA(Job Safety Analysis) 기반의 위험성 평가 실무 작성법 등을 중점적으로 담았다. JSA는 작업을 주요 단계로 구분해 단계별 위험요인과 잠재적 사고 가능성을 분석하고 예방대책을 개발하기 위한 작업안전분석기법이다.
▲포스코인재창조원이 지난 4월 양제철소 주임과 정비 파트장 등 실무자를 대상으로 ‘위험성평가 실무자 역량향상 교육’을 비대면 원격교육 형태로 진행했다.
참여 직원들은 ""교육을 통해 현장의 잠재 위험 발굴과 위험성 평가의 중요성, 실제 현장에서의 활용법을 상세하게 알 수 있는 유익한 시간이었다"" 말했다.
5월 초에는 실무자뿐만 아니라 제철소 임원과 직책보임자로 교육 대상을 확대해 △위험성 평가의 법적 근거와 방법론 △실제 공장 위험성 평가 사례 등을 교육함으로써 양所 위험성 평가의 정착화를 지원하고 있다.
또한, 포스코인재창조원은 사내 공정 위험성평가 전문 인력을 양성하고자 350여 명의 비상안전방재 개선단을 대상으로 ‘공정 위험성평가(HAZOP) 워크숍’ 을 진행 중에 있다. 5월 25일 교육을 시작했으며, 총 15차수 운영 예정이다.
공정 위험성평가는
 화재·누출·폭발 위험성이 있는 공정의 위험 요소들과 공장의 효율을 떨어뜨릴 수 있는 운전상의 문제점을 찾아 그 원인을 제거하는 위험성 평가 기법이다.
포스코인재창조원은 사내 PSM 담당자를 중심으로 운전·기계·계장·엔지니어를 한 팀으로 구성해 공정 위험성평가의 필요성과 수행 절차, P&ID(계장도면) 와 연계한 공장별 실제 위험성 평가 사례 토론과 실습 중심으로 교육을 펼쳤다. 또한, 직원들이 학습한 내용을 현장에서 더욱 효율적으로 활용할 수 있도록 7월에는 현장 사례에 대한 사후 코칭도 진행할 계획이다.
▲포스코인재창조원이 5월 25일부터 사내 공정 위험성 평가 전문 인력 양성을 위한 토론·실습 위주 ‘공정 위험성평가(HAZOP) 워크숍’을 진행 중에 있다.
한편, 포스코인재창조원은 위험성평가 교육뿐만 아니라 제철소 일반 직원 대상 특별 안전교육, 양소 직책자 대상 안전리더십 교육, 조직 단위 안전공감 위크숍 등 안전이 현장의 최우선 가치로 자리잡을 수 있도록 양질의 교육을 제공하고 있다.김광래 커뮤니케이터",김광래 커뮤니케이터,2021.06.02 11:33:35
